raceId,driverId,constructorId,number,grid,laps,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,q1,q2,q3,year,round,circuitId,podium
829,589,154,23,13,41,0,0,0,0,23,0,0,0,1951,5,9,0
829,779,105,16,17,23,0,0,0,0,21,0,0,0,1951,5,9,0
830,647,6,71,1,20,0,0,0,0,1,0,0,0,1951,6,20,1
830,579,51,75,3,20,0,0,0,0,1,0,0,0,1951,6,20,1
830,498,6,74,2,20,0,0,0,0,1,0,0,0,1951,6,20,1
830,633,6,72,5,20,0,0,0,0,1,0,0,0,1951,6,20,0
830,641,6,73,6,20,0,0,0,0,1,0,0,0,1951,6,20,0
830,723,6,91,8,19,0,0,0,0,11,0,0,0,1951,6,20,0
830,626,141,82,9,19,0,0,0,0,11,0,0,0,1951,6,20,0
830,627,154,84,15,19,0,0,0,0,11,0,0,0,1951,6,20,0
830,773,154,90,19,18,0,0,0,0,12,0,0,0,1951,6,20,0
830,680,154,93,22,18,0,0,0,0,12,0,0,0,1951,6,20,0
830,660,154,94,18,17,0,0,0,0,13,0,0,0,1951,6,20,0
830,704,154,87,11,17,0,0,0,0,3,0,0,0,1951,6,20,0
830,427,141,81,14,13,0,0,0,0,5,0,0,0,1951,6,20,0
830,697,51,77,10,12,0,0,0,0,121,0,0,0,1951,6,20,0
830,708,154,88,20,12,0,0,0,0,51,0,0,0,1951,6,20,0
830,756,51,78,7,11,0,0,0,0,3,0,0,0,1951,6,20,0
830,609,141,83,12,11,0,0,0,0,5,0,0,0,1951,6,20,0
830,642,51,76,4,8,0,0,0,0,25,0,0,0,1951,6,20,0
830,741,154,86,21,4,0,0,0,0,6,0,0,0,1951,6,20,0
830,589,154,85,13,3,0,0,0,0,80,0,0,0,1951,6,20,0
830,780,105,92,17,3,0,0,0,0,5,0,0,0,1951,6,20,0
830,640,105,79,16,2,0,0,0,0,5,0,0,0,1951,6,20,0
831,647,6,2,3,80,0,0,0,0,1,0,0,0,1951,7,14,1
831,498,6,6,4,80,0,0,0,0,1,0,0,0,1951,7,14,1
831,697,51,40,7,79,0,0,0,0,11,0,0,0,1951,7,14,1
831,633,6,4,5,79,0,0,0,0,11,0,0,0,1951,7,14,0
831,641,6,8,6,78,0,0,0,0,12,0,0,0,1951,7,14,0
831,609,141,48,11,74,0,0,0,0,16,0,0,0,1951,7,14,0
831,627,154,18,15,73,0,0,0,0,17,0,0,0,1951,7,14,0
831,704,154,24,14,72,0,0,0,0,18,0,0,0,1951,7,14,0
831,762,127,44,18,67,0,0,0,0,53,0,0,0,1951,7,14,0
831,579,51,38,1,39,0,0,0,0,5,0,0,0,1951,7,14,0
831,427,141,50,12,29,0,0,0,0,5,0,0,0,1951,7,14,0
831,626,141,46,13,29,0,0,0,0,5,0,0,0,1951,7,14,0
831,589,154,20,17,23,0,0,0,0,80,0,0,0,1951,7,14,0
831,773,154,22,20,9,0,0,0,0,5,0,0,0,1951,7,14,0
831,680,154,28,22,7,0,0,0,0,25,0,0,0,1951,7,14,0
831,642,51,34,2,6,0,0,0,0,5,0,0,0,1951,7,14,0
831,660,154,26,21,4,0,0,0,0,94,0,0,0,1951,7,14,0
831,640,51,36,9,1,0,0,0,0,126,0,0,0,1951,7,14,0
831,687,6,16,19,1,0,0,0,0,121,0,0,0,1951,7,14,0
831,622,6,12,16,0,0,0,0,0,7,0,0,0,1951,7,14,0
831,686,66,30,8,0,0,0,0,0,54,0,0,0,1951,7,14,0
831,781,66,32,10,0,0,0,0,0,54,0,0,0,1951,7,14,0
831,642,51,40,7,79,0,0,0,0,11,0,0,0,1951,7,14,1
832,579,51,22,2,70,0,0,0,0,1,0,0,0,1951,8,67,1
832,498,6,6,3,70,0,0,0,0,1,0,0,0,1951,8,67,1
832,642,51,20,4,70,0,0,0,0,1,0,0,0,1951,8,67,1
832,647,6,2,1,68,0,0,0,0,12,0,0,0,1951,8,67,0
832,697,51,24,8,68,0,0,0,0,12,0,0,0,1951,8,67,0
832,640,51,26,6,66,0,0,0,0,14,0,0,0,1951,8,67,0
832,627,154,28,20,64,0,0,0,0,16,0,0,0,1951,8,67,0
832,741,154,34,13,63,0,0,0,0,17,0,0,0,1951,8,67,0
832,626,141,14,9,63,0,0,0,0,17,0,0,0,1951,8,67,0
832,580,105,44,17,60,0,0,0,0,88,0,0,0,1951,8,67,0
832,633,6,4,5,48,0,0,0,0,80,0,0,0,1951,8,67,0
832,609,141,16,10,48,0,0,0,0,5,0,0,0,1951,8,67,0
832,660,154,36,15,37,0,0,0,0,3,0,0,0,1951,8,67,0
832,641,6,8,7,30,0,0,0,0,36,0,0,0,1951,8,67,0
832,427,141,12,11,25,0,0,0,0,5,0,0,0,1951,8,67,0
832,783,154,38,16,23,0,0,0,0,5,0,0,0,1951,8,67,0
832,704,154,32,14,7,0,0,0,0,3,0,0,0,1951,8,67,0
832,589,154,30,12,4,0,0,0,0,80,0,0,0,1951,8,67,0
832,669,105,18,19,1,0,0,0,0,5,0,0,0,1951,8,67,0
832,782,105,46,18,0,0,0,0,0,5,0,0,0,1951,8,67,0
817,641,6,30,2,62,0,0,0,0,1,0,0,0,1952,1,66,1
817,723,6,42,5,62,0,0,0,0,1,0,0,0,1952,1,66,1
817,554,128,6,7,61,0,0,0,0,11,0,0,0,1952,1,66,1
817,663,148,22,13,60,0,0,0,0,12,0,0,0,1952,1,66,0
817,689,87,26,15,59,0,0,0,0,13,0,0,0,1952,1,66,0
817,640,105,38,8,58,0,0,0,0,14,0,0,0,1952,1,66,0
817,721,6,44,19,56,0,0,0,0,16,0,0,0,1952,1,66,0
817,688,87,24,17,55,0,0,0,0,17,0,0,0,1952,1,66,0
817,669,141,10,11,52,0,0,0,0,5,0,0,0,1952,1,66,0
817,609,6,32,4,51,0,0,0,0,121,0,0,0,1952,1,66,0
817,501,105,40,18,31,0,0,0,0,5,0,0,0,1952,1,66,0
817,475,133,46,9,24,0,0,0,0,54,0,0,0,1952,1,66,0
817,651,133,20,12,24,0,0,0,0,54,0,0,0,1952,1,66,0
817,626,128,8,3,20,0,0,0,0,21,0,0,0,1952,1,66,0
817,642,6,28,1,16,0,0,0,0,121,0,0,0,1952,1,66,0
817,581,133,18,6,12,0,0,0,0,86,0,0,0,1952,1,66,0
817,725,133,16,10,12,0,0,0,0,86,0,0,0,1952,1,66,0
817,717,147,2,14,4,0,0,0,0,5,0,0,0,1952,1,66,0
